"variable_id","cor_male","p_male","cor_female","p_female","p_female_fdr","p_male_fdr"
"protein_24",0.57545860578878,3.65832707873839e-09,0.529282811310582,1.50349706280213e-11,1.14871080785259e-09,2.69024227552725e-07
"protein_133",0.443811519342524,1.32297160895902e-05,0.444154191704352,3.45016141671071e-08,1.36584729525508e-06,0.000331193275553443
"protein_259",0.580957747929377,2.39289532870331e-09,0.345901446250397,2.65474134601302e-05,0.00049112714901241,1.87698709583487e-07
"protein_292",0.385487376555609,0.000191073026859201,0.225158227567558,0.00726675058278029,0.0469267768150345,0.00281724966669845
"protein_303",0.435693638654947,1.97707153332915e-05,0.469294153358671,4.35819963064712e-09,2.09412038578476e-07,0.000441078003086536
"protein_340",0.336872837940901,0.00124646816266902,0.430726174882532,9.74625861200953e-08,3.41293091752691e-06,0.0127087906429494
"protein_377",0.545100957932981,3.33047939028543e-08,0.338344975379146,4.0684844992076e-05,0.00070813296771711,2.12969676663578e-06
"protein_416",0.461578324698826,5.29412212521672e-06,0.26583625312425,0.00144224200503004,0.0133304078354174,0.000158098073414467
"protein_457",0.430782983880124,2.50853540016726e-05,0.334537025942174,5.02419117884394e-05,0.000849348181182152,0.0005366441366976
"protein_519",0.345550118606292,0.000911135338130172,0.222807560188356,0.00791649266197039,0.0499171772029709,0.0100190826060183
"protein_569",0.423408260268531,3.56227746878656e-05,0.388295687037682,1.95758077705548e-06,5.21106231285854e-05,0.000713590040274126
"protein_585",0.318406021968727,0.00235845374784001,0.251660518653933,0.00260984697381535,0.0212950481927264,0.0204040932331511
"protein_662",0.61811563232671,1.09205730016813e-10,0.356482987313738,1.43304148307413e-05,0.000295809931400881,1.21218360318663e-08
"protein_699",0.498333481966565,6.71013403240663e-07,0.456577094093782,1.26734567978993e-08,5.4822019369148e-07,2.66727827788163e-05
"protein_841",0.345618951735279,0.000908840551400276,0.318908534061178,0.000116082966252451,0.00169458086963565,0.0100125636027862
"protein_873",0.334696561092008,0.00134650759711761,0.369641504486508,6.45230067565377e-06,0.000150035118082495,0.0134317311527857
"protein_916",0.340376498674408,0.00109950063632181,0.224076174769172,0.00755971518204342,0.0481839701148011,0.0115713099167821
"protein_937",0.39402143916776,0.000133229868952408,0.276712078162485,0.000894935019161693,0.00909309623096415,0.00206650150235569
"protein_966",0.380445474164918,0.000235359603944841,0.273890807542385,0.00101477122766162,0.0101013521697687,0.00336072949030946
"protein_976",0.323194652171958,0.00200651272934678,0.436154850124381,6.43951174052688e-08,2.35302158816892e-06,0.0181325873836361
"protein_1190",0.322026595982425,0.002087688646514,0.415979652892077,2.89821030364677e-07,9.41998409743311e-06,0.0186422632417157
"protein_1219",0.483163203371523,1.62048599215441e-06,0.226450626552022,0.00693007370853916,0.0453499706644448,5.81299944624658e-05
"protein_1512",0.314776074989168,0.00266123506404025,0.258721676378448,0.00195014166503271,0.0167729289698647,0.0221443364664056
"protein_1519",0.289289321688071,0.0059663683534508,0.241023600940827,0.00398824029715539,0.0296997692002091,0.0407730063356126
"protein_1539",0.600763605925904,4.849709700127e-10,0.556091604717528,8.1509194247217e-13,7.4924779649434e-11,4.45794408841361e-08
"protein_1540",0.546847253683321,2.95044842392937e-08,0.556346049771459,7.91854806668928e-13,7.39441559941795e-11,1.90741627230511e-06
"protein_1568",0.517725180028821,2.03985393563833e-07,0.408460542310598,4.95334818398159e-07,1.51773684199811e-05,9.6777908898067e-06
"protein_1605",0.316958774183649,0.00247524505512466,0.57256174648759,1.19031323076888e-13,1.27320231574787e-11,0.021140894745452
"protein_1620",0.486663993453183,1.32710920650794e-06,0.544409177628684,2.99667572532168e-12,2.59256519000992e-10,4.81937250733718e-05
"protein_1644",0.286732895166778,0.00644483482374046,0.238824614959761,0.00434407412110923,0.0317665074394069,0.0429388032480919
"protein_1667",0.462932727011201,4.92663346673246e-06,0.320293113722321,0.000107979034608604,0.0015920818561464,0.000148632741973267
"protein_1684",0.338862207470469,0.0011609715531391,0.234009857840857,0.00522434467541671,0.0365021611941526,0.0121746802978918
"protein_1790",0.440296390140163,1.57632590079745e-05,0.457986775709315,1.12832582674168e-08,4.91699321386763e-07,0.00038006251124555
"protein_1853",0.331651287545935,0.00149872073384775,0.333367988078894,5.3574464158842e-05,0.000887826965201316,0.0145494621736408
"protein_1874",0.45614949784959,7.04205559419683e-06,0.294386250292112,0.000395033801753425,0.00467524180106289,0.000198222072060574
"protein_1896",0.341845762694149,0.00104269927274268,0.439207611267996,5.0845115344312e-08,1.91744752288838e-06,0.0111328490409169
"protein_1923",0.350628449186243,0.000755294272246456,0.242745383539397,0.00372814147013164,0.0281830888237023,0.00865158141532831
"protein_1938",0.367757198706586,0.000391913507554564,0.370008271490752,6.30718443040677e-06,0.000147829346629813,0.00506731245042527
"protein_1971",0.455977773440587,7.10533233243235e-06,0.31424234195604,0.000147764724322702,0.00206484530449039,0.000199050810055712
"protein_1972",0.514059835516063,2.56929732289875e-07,0.48616025153878,9.87448662637686e-10,5.32772286876126e-08,1.17171908144289e-05
"protein_2030",0.654462837117473,3.50638384581946e-12,0.312090763941133,0.000164937006973254,0.00226182846625561,4.55533911999521e-10
"protein_2036",0.446627420836497,1.14810608381132e-05,0.429667157982276,1.05580447168076e-07,3.67483450307311e-06,0.000291133969442327
"protein_2130",0.539781490954012,4.7968675023402e-08,0.364490622355995,8.85499541296919e-06,0.000194937759873838,2.87958893023137e-06
"protein_2249",0.428619279153686,2.78274783523909e-05,0.291810171489871,0.000446520062189651,0.00517101875169629,0.000584675196953985
"protein_2256",0.454193185779845,7.79531010468121e-06,0.290676353658973,0.00047108754423666,0.00541388758783361,0.000215304269229294
"protein_2396",0.372587308775065,0.000323556078558836,0.438932434829588,5.1944473921369e-08,1.94642891770327e-06,0.00432609184127644
"protein_2397",0.403954390514275,8.647676303968e-05,0.486062952606819,9.96174597252657e-10,5.32772286876126e-08,0.00147524892748958
"protein_2464",0.313682853485547,0.00275902683660427,0.265749856242493,0.00144760708994306,0.0133304078354174,0.0227329900276512
"protein_2544",0.41851087984322,4.47643859081588e-05,0.374333086975374,4.81317250170319e-06,0.00011557507684702,0.000869138225404945
"protein_2551",0.293107492762543,0.00531026562835037,0.469240369074185,4.37832411102372e-09,2.09412038578476e-07,0.0377754446089302
"protein_2580",0.294725297570479,0.00505215396830704,0.405002404610922,6.31042801203144e-07,1.87496201993843e-05,0.0362019753904389
"protein_2593",0.609417242763834,2.33192718415031e-10,0.410041970747795,4.43009671422092e-07,1.38353151802251e-05,2.4067943200625e-08
"protein_2594",0.479704411438963,1.96972762789649e-06,0.326503190063728,7.77125386590485e-05,0.00122898619605157,6.73715560169479e-05
"protein_2600",0.331929132253105,0.00148421389350459,0.228612950863317,0.00639768296615947,0.0427214175821977,0.0144667579857248
"protein_2611",0.449698994406214,9.82197021601707e-06,0.290004092349976,0.000486236986255582,0.00553872249666265,0.000256811781248126
"protein_2627",0.396877425382982,0.000117824998116742,0.227269379582847,0.00672402442681893,0.0444965530967107,0.00188359908674128
"protein_2637",0.352449806853053,0.000705613737328542,0.248220295570681,0.00299932320185335,0.0239416803209,0.00826917453526656
"protein_2745",0.289207672246617,0.0059811498330161,0.273180984266513,0.00104715045576821,0.0103362183410812,0.0407730063356126
"protein_2798",0.598143679554499,6.02739725326007e-10,0.364443621406648,8.88038749722738e-06,0.000194937759873838,5.21458500601897e-08
"protein_2897",0.367203417762352,0.000400545069146813,0.235896688200606,0.0048619766107501,0.0345864672322162,0.00515625085731006
"protein_2923",0.41820217915675,4.54082418957272e-05,0.297013546672057,0.000348221689087007,0.00423262024152657,0.000873559212399389
"protein_2946",0.577956627322129,3.0196637224941e-09,0.602041179891864,2.87299792801469e-15,3.93066204895592e-13,2.33745811571484e-07
"protein_3023",0.453265923194622,8.17819650587274e-06,0.24887856170071,0.00292097143145996,0.0234115462279005,0.000223778279274648
"protein_3148",0.280272046625501,0.007808357960459,0.268415258825953,0.00129020344178109,0.0122226519291435,0.0496611566285192
"protein_3167",0.28770773269549,0.00625852200807663,0.284636229104818,0.000624318870802571,0.00678903496660171,0.0421268706790787
"protein_3168",0.474972842994049,2.56370966723516e-06,0.28126972118759,0.000728460172075431,0.00769395187131016,8.37905776241359e-05
"protein_3400",0.452732668216975,8.4063161569557e-06,0.298299624585016,0.00032722868798557,0.00403582048515537,0.000228225277952695
"protein_3425",0.425487354851869,3.22958416340213e-05,0.316781376586628,0.000129645494125734,0.00184674199017359,0.000664323203961354
"protein_3465",0.404128601396811,8.58132394426691e-05,0.326793492042984,7.65134095140402e-05,0.00121986013054498,0.00147183465784613
"protein_3509",0.299619022487152,0.00433789596789351,0.252469958152528,0.00252512886543335,0.0208935768148304,0.0321408589157652
"protein_3510",0.340634447902107,0.00108932929864902,0.324315546131371,8.73304388912305e-05,0.0013627718090109,0.0114925899371067
"protein_3522",0.374980890355836,0.000293912045661857,0.343878197950741,2.97944420682553e-05,0.000542664714202929,0.00402112689448536
"protein_3534",0.388172992884424,0.000170756688183152,0.279305212982928,0.000796378762159034,0.00823391257958101,0.00257579896559355
"protein_3540",0.382016709354886,0.000220635413009815,0.530270739918579,1.35646325338321e-11,1.07838828643965e-09,0.00317358957148348
"protein_3594",0.412991207699354,5.76660559319707e-05,0.316178903123196,0.000133747078143967,0.00189926352408257,0.00106015439702432
"protein_3595",0.507876115460731,3.7691750292398e-07,0.238285202677624,0.00443559744979631,0.0322155799964836,1.60681570268244e-05
"protein_3619",0.301195017838814,0.0041278381515481,0.509222649264717,1.13285771927078e-10,7.16623866932259e-09,0.0309745814356601
"protein_3648",0.413559298961822,5.61938152552191e-05,0.233735430659294,0.00527901218143249,0.0367967164257907,0.00103632669324907
"protein_3658",0.487065532558853,1.29686945378236e-06,0.27983697996356,0.000777442213106591,0.00807510039746706,4.76842687287603e-05
"protein_3659",0.319741164447987,0.00225513095252337,0.265283808627848,0.00147686285637104,0.0134983598100303,0.0197424633834747
"protein_3734",0.377547884495807,0.000264913315652639,0.367721258756571,7.26508960648123e-06,0.000166955164667692,0.00370186469354982
"protein_3777",0.291880336369607,0.00551378838498238,0.26027883837124,0.00182680453183108,0.0157814322822221,0.0386622372691911
"protein_3783",0.291137363594095,0.00564034447718644,0.337776572129351,4.1993948029073e-05,0.000726618812514813,0.0392688124961986
"protein_3808",0.297789315451607,0.00459367328059588,0.297623473939173,0.000338115023054517,0.00413786236619456,0.0336126615792855
"protein_3830",0.35185040587627,0.000721623915125262,0.241500268651745,0.00391464920833489,0.0292628733070319,0.00838994761399588
"protein_3845",0.423115288643123,3.61164935869351e-05,0.456138496943479,1.3138580595415e-08,5.63885332988703e-07,0.000717815310040335
"protein_3925",0.320890598646546,0.00216946341419396,0.351208608038025,1.9539950008891e-05,0.000379384573935003,0.0191062174636274
"protein_3950",0.541709031558386,4.20589828612584e-08,0.571448596836246,1.36019654759018e-13,1.40386601569703e-11,2.55085563064725e-06
"protein_3952",0.51441234785978,2.51320103069207e-07,0.455408236315331,1.39496174411124e-08,5.86182852900458e-07,1.15509075496574e-05
"protein_3971",0.523065952641382,1.45027880468349e-07,0.302034673666457,0.000272717167713081,0.00346521619364159,7.23050017623133e-06
"protein_4010",0.419103866241752,4.35513950022521e-05,0.251724802248864,0.00260302610367638,0.0212688924554558,0.00085120550431312
"protein_4039",0.4192843350665,4.3188359053145e-05,0.495705097386787,4.10966775552422e-10,2.4177175405749e-08,0.000846923721032173
"protein_4106",0.665074280491413,1.17417038425364e-12,0.446542363183164,2.85475285254339e-08,1.15030897476115e-06,1.81780115014846e-10
"protein_4113",0.475651118836982,2.46925084291229e-06,0.476861308378078,2.26117021986208e-09,1.1178541515503e-07,8.16101275778257e-05
"protein_4159",0.329587521742896,0.00161055528077376,0.254451811098356,0.00232810739746182,0.0195660797418113,0.01535639662365
"protein_4167",0.617504599588984,1.15270985434676e-10,0.237186571531455,0.00462736827979163,0.0334022179018579,1.25581334687444e-08
"protein_4176",0.309797299500201,0.00313324096548813,0.282757120513205,0.000680622834900436,0.0072669766564778,0.0251471440654389
"protein_4189",0.490598827103362,1.05745140018098e-06,0.48818094950479,8.2203522772461e-10,4.477808559911e-08,3.98781191491328e-05
"protein_4249",0.567990295255024,6.43104327196488e-09,0.440950633915646,4.43825576734402e-08,1.70655285485522e-06,4.55829247818909e-07
"protein_4265",0.664209950493107,1.28573177732922e-12,0.615115840146352,4.85696344527681e-16,7.93708776348985e-14,1.93947693487892e-10
"protein_4289",0.291047395250415,0.00565584289884518,0.366558164713038,7.80352023051709e-06,0.000175221792046305,0.0393301699455156
"protein_4295",0.468310147137268,3.69130272519058e-06,0.312001486742092,0.000165688170105762,0.00226684535984232,0.000113695989174326
"protein_4336",0.298916152931483,0.00443461053810893,0.436155860734456,6.4390105874563e-08,2.35302158816892e-06,0.0326518320346619
"protein_4337",0.32965301491766,0.00160689335791815,0.232161475637341,0.00560253967551658,0.0384632854192333,0.0153463532867411
"protein_4375",0.479577225529141,1.9838341952261e-06,0.332457966310408,5.6310856996724e-05,0.000925354110926613,6.74618298873707e-05
"protein_4403",0.350555015422139,0.000757362643021262,0.467826483124739,4.94061517224995e-09,2.28863299672019e-07,0.00865158141532831
"protein_4464",0.299631514683482,0.00433619417497852,0.224890431788196,0.00733830177208547,0.0471301630187541,0.0321408589157652
"protein_4554",0.371041631222868,0.00034413457980269,0.253752416213491,0.00239598719286052,0.0199937484476574,0.00458041568547336
"protein_4559",0.601784606936627,4.45338735199348e-10,0.414673935961156,3.18389931786232e-07,1.02354533808656e-05,4.15861552250439e-08
"protein_4568",0.394844663450596,0.00012860839609704,0.466274024048792,5.63797565983152e-09,2.59126646928038e-07,0.00202300319315211
"protein_4603",0.365793032792955,0.000423322250492544,0.289253621507838,0.000503678981583266,0.00568741544847285,0.00537884405971412
"protein_4610",0.374006221572784,0.000305667683600227,0.232427375698993,0.00554667146843505,0.0382299466629677,0.00412892273076735
"protein_4629",0.518905932438436,1.89262431249704e-07,0.407690713620231,5.22891199361754e-07,1.59386990976435e-05,9.10803345991371e-06
"protein_4634",0.28824802488359,0.00615732586365806,0.461789670259511,8.22550146983666e-09,3.63839286819918e-07,0.0417321982210834
"protein_4718",0.3478718517609,0.000836576142975674,0.491663953617308,5.97617165656203e-10,3.3483636052909e-08,0.00937443323643027
"protein_4719",0.331828462807933,0.00148945530015662,0.250141405619463,0.00277581104383253,0.0224314510588829,0.0144834141005312
"protein_4723",0.423207156505522,3.59609940927121e-05,0.355368333876879,1.53079790595772e-05,0.000312697363914905,0.000717147553381102
"protein_4744",0.294107622501102,0.00514935505375712,0.244256890409115,0.00351248989143105,0.0271147851987816,0.0368535958409406
"protein_4759",0.33772722868901,0.00120907284817641,0.266113293946761,0.00142516032435144,0.013245210407835,0.0124570500277089
"protein_4780",0.411606022255037,6.14076318502403e-05,0.271184056646445,0.00114338009761959,0.0110998434229307,0.00111157260976912
"protein_4786",0.434133293408373,2.13329119508599e-05,0.308415430461492,0.000198629878957019,0.0026437547011406,0.000470043149838611
"protein_4793",0.451010036726927,9.18473364800512e-06,0.273759361048887,0.00102069723321568,0.0101260739005191,0.00024230398229244
"protein_4958",0.324286912717166,0.00193319110235678,0.283388114564638,0.000661215678368907,0.00709841575883993,0.0177230065415815
"protein_5014",0.369517018123583,0.000365604816411199,0.387409138105725,2.07522818021696e-06,5.49935467757495e-05,0.00477967363321575
"protein_5067",0.543489153192505,3.72226888768996e-08,0.283962840214637,0.000643983370561994,0.00693874389929709,2.32958594322128e-06
"protein_5072",0.41433813179386,5.42322236735826e-05,0.264959816571193,0.00149751764673047,0.0136288355543588,0.00100646111000532
"protein_5100",0.576029956867736,3.50175787154847e-09,0.558796637232056,5.98579287255765e-13,5.67974507568655e-11,2.60770146307843e-07
"protein_5225",0.361410000167462,0.000501905291905388,0.26973183211174,0.00121836648996057,0.0116547155454277,0.00616431906530145
"protein_5334",0.430692177723857,2.51951656769257e-05,0.331855982342342,5.81923747992505e-05,0.000953609306250671,0.0005370404336136
"protein_5537",0.477882065190184,2.18119006741828e-06,0.405743697681816,5.99261016537775e-07,1.78956982755926e-05,7.33253780949814e-05
"protein_5551",0.398531780463727,0.000109673951404888,0.451755093512612,1.87838634522615e-08,7.72765515312267e-07,0.00178729046015224
"protein_5553",0.537961137222885,5.4269292672586e-08,0.279813393043548,0.000778273317246953,0.00807510039746706,3.19266248792823e-06
"protein_5613",0.350346842416484,0.000763254264755365,0.540082344733009,4.79264226609417e-12,3.91598811825445e-10,0.00870198612317018
"protein_5625",0.57678381801444,3.30495681046812e-09,0.478523057326283,1.95352779562151e-09,9.90741726003566e-08,2.49270011743384e-07
"protein_5635",0.489182735237431,1.14789830233127e-06,0.321006170112044,0.000104014535800667,0.00156101406662073,4.24722371862571e-05
"protein_5734",0.528342527702674,1.02935702561773e-07,0.403035021498225,7.23368772897131e-07,2.12778924547691e-05,5.4068815908117e-06
"protein_5748",0.298311946429348,0.00451927883064735,0.276258889373996,0.000913265568954361,0.00924740334278572,0.0331921565052414
"protein_5886",0.387475935456721,0.000175828685035218,0.240613624812457,0.00405252638377234,0.0300248182773828,0.00262538110168067
"protein_5937",0.288555080523585,0.00610046221988977,0.351615555946432,1.90817614286101e-05,0.000372950174367153,0.0414422854960872
"protein_5965",0.34378719231191,0.000971736453509196,0.240329332208377,0.00409764939570543,0.0302086107705953,0.0105669603622821
"protein_5984",0.48299481612198,1.6360374713296e-06,0.338597108716694,4.01165006096384e-05,0.000706200647021318,5.83321723868609e-05
"protein_5991",0.361411641936643,0.000501873507004934,0.231230246323841,0.00580218032984088,0.0395529859564935,0.00616431906530145
"protein_6130",0.404322335819532,8.50809079545178e-05,0.329118957039476,6.75137501529616e-05,0.00109416912437982,0.0014635408815685
"protein_6183",0.325122684122872,0.00187872921834796,0.43546114872789,6.79247510460732e-08,2.46667475558055e-06,0.017405612585104
"protein_6253",0.364029657230662,0.000453470376153869,0.272471092755163,0.00108047594498399,0.0105764392418317,0.00571256150516748
"protein_6259",0.436303009344285,1.91902112775543e-05,0.274277490092861,0.000997520563886395,0.00996335055576173,0.000437662787305228
"protein_6324",0.363487329478631,0.000463130817404189,0.278369086029095,0.000830746742721517,0.00852928985589997,0.00579701829529541
"protein_6337",0.424336952278575,3.40990314366782e-05,0.244335214797698,0.00350162740201645,0.0271053605342931,0.000694133570733487
"protein_6388",0.313016752864003,0.00282018100401083,0.407079551912419,5.45802939369466e-07,1.65485154318312e-05,0.0231074162208854
"protein_6429",0.29056643528582,0.00573933756322612,0.344576570103517,2.8633638138281e-05,0.000524771629805317,0.039676290110998
"protein_6459",0.396455205752566,0.000119993349890025,0.351761150035623,1.89203076251163e-05,0.000371027232528531,0.00191306470840926
"protein_6464",0.519367852681742,1.83782025092849e-07,0.511932611653653,8.68971483102647e-11,5.68017692788097e-09,9.00991378017694e-06
"protein_6501",0.449356504144332,9.99514633536e-06,0.348350761866325,2.30617976931203e-05,0.000437653405898796,0.00025790107846896
"protein_6532",0.498607146440992,6.60165952044844e-07,0.237326493844894,0.00460253843621517,0.0332638005162824,2.66010705197248e-05
"protein_6535",0.326905519369904,0.00176715420066847,0.25366965047336,0.0024041374860657,0.0200333439525843,0.0166872683186719
"protein_6557",0.321829574259755,0.00210166902213776,0.29761119448999,0.000338315790946725,0.00413786236619456,0.0187335134200552
"protein_6561",0.28010228833101,0.00784737352071383,0.325326606598133,8.27548288834778e-05,0.00130172903294519,0.0497749336306279
"protein_6585",0.28437114664184,0.00691668731481995,0.235304983665696,0.00497311595250688,0.0352917263553655,0.045515516189134
"protein_6610",0.481637592649294,1.76663139469876e-06,0.342067797584823,3.30129655508198e-05,0.000593930508671171,6.18636458036476e-05
"protein_6622",0.377135399406064,0.000269387899480678,0.437182654232253,5.94868318735256e-08,2.21494323994906e-06,0.00374529920725395
"protein_6626",0.420861234470472,4.01340871625884e-05,0.276363469576406,0.000909005230731237,0.0092201340903308,0.000789661654774273
"protein_6643",0.312068133519563,0.00290937259922028,0.320338980104987,0.000107719838880475,0.0015920818561464,0.0235755358143429
"protein_6676",0.440120537861458,1.59012330988561e-05,0.519971061003704,3.90265338806474e-11,2.73325117642677e-09,0.000381824303349267
"protein_6677",0.425939284077039,3.16121358713188e-05,0.527135937636857,1.8781576210205e-11,1.38115016055795e-09,0.000654838715954115
"protein_6731",0.424613820668422,3.36566684521092e-05,0.294640568199771,0.000390260437341569,0.00465679264692667,0.000687507571193607
"protein_6751",0.468649473481191,3.62407420057576e-06,0.329337055877146,6.67225826047626e-05,0.00108433412559066,0.000112806500116334
"protein_6766",0.781709449310731,1.56407582029884e-19,0.440294687600841,4.67162922964854e-08,1.77310933922725e-06,7.09334658169989e-17
"protein_6770",0.363511793522304,0.000462691009870268,0.355569261068951,1.51272408376709e-05,0.000310082083094138,0.00579701829529541
"protein_6788",0.412741958803178,5.83232593501577e-05,0.276850230666199,0.000889414496178768,0.0090526392405185,0.0010667232073715
"protein_6846",0.398638926438441,0.000109164498076862,0.23862133351746,0.00437836460560256,0.0319268369965033,0.00178392983940606
"protein_6850",0.316700474902848,0.00249662797318588,0.22359985381793,0.00769196549902197,0.0487474854386615,0.0212556618903799
"protein_6860",0.471845039185394,3.04510283886046e-06,0.229048101721816,0.00629505300291757,0.042227818490495,9.63136559194413e-05
"protein_6865",0.436802407489007,1.87264024142881e-05,0.223697616415058,0.00766465567905038,0.0486420381443942,0.000432029119228458
"protein_6884",0.368263273918708,0.000384175192619514,0.453857486337827,1.58344231918866e-08,6.56013462238514e-07,0.00497819968762247
"protein_6896",0.328207803684647,0.00168947474719122,0.26717470290827,0.0013614099915441,0.0127331875679712,0.0160051206726665
"protein_6903",0.34061566161529,0.0010900671740448,0.264703502049123,0.00151404405873368,0.013724377808213,0.0114925899371067
"protein_6925",0.324157644799292,0.00194174068780548,0.231902680992119,0.00565739665090232,0.0387005401130911,0.0177655683769201
"protein_6942",0.385763647867745,0.00018888451568304,0.298631016235701,0.000322012451159819,0.00398701948175513,0.00280607981253365
"protein_6967",0.326178452557694,0.00181191254434732,0.255706781439837,0.00221065881022908,0.0187666750080486,0.0169736966534957
"protein_6989",0.290580597569024,0.00573686346909472,0.33662305193256,4.47730788624806e-05,0.00076569774112783,0.039676290110998
"protein_7076",0.328578733778348,0.00166792121353916,0.262771978577487,0.00164402722930019,0.0146988027203237,0.0158314994732967
"protein_7105",0.379550764045382,0.000244143589729189,0.304052189554346,0.000246900543653607,0.00317837176873998,0.0034526363903289
"protein_7123",0.306378337295725,0.00349945407541378,0.253235505664874,0.00244730218330804,0.0203417595556463,0.0274497177675457
"protein_7145",0.316238702693005,0.00253526922006818,0.390389449028184,1.70437794619048e-06,4.5784728116158e-05,0.0215223503920073
"protein_7178",0.292351176718744,0.00543489622920879,0.226992379783818,0.00679311688771389,0.0447974292982772,0.0384075573830941
"protein_7234",0.468763715870808,3.60170079583014e-06,0.246824693608528,0.00317174363682426,0.0249456788976432,0.000112706413733344
"protein_7254",0.280938786998098,0.00765676843974682,0.414230998895628,3.28678012732609e-07,1.0451960804897e-05,0.0488849078470342
"protein_7290",0.453559819798669,8.05496923357302e-06,0.392296259301364,1.50114468517191e-06,4.0696931718278e-05,0.000221436373836963
"protein_7306",0.49843714098353,6.66884888103036e-07,0.39425305831218,1.3166616407058e-06,3.61958898704309e-05,2.66727827788163e-05
"protein_7322",0.442206545646565,1.43350556632377e-05,0.368716861761341,6.8322992497912e-06,0.000158245734198904,0.000352858294840281
"protein_7330",0.28927734777065,0.00596853403650878,0.28998189528824,0.000486744778306067,0.00553872249666265,0.0407730063356126
"protein_7343",0.315476747711155,0.00260020619694578,0.311663212857972,0.000168563326515774,0.0023008307422095,0.0218468488821905
"protein_7448",0.309097892504221,0.00320523403220277,0.225998401384628,0.0070462705332888,0.0458046514335226,0.0256200975699034
"protein_7451",0.816913399906201,1.67092004748372e-22,0.540297924279405,4.68255491216869e-12,3.91598811825445e-10,1.63833710655779e-19
"protein_7456",0.5449441107759,3.3668064462168e-08,0.455968581270733,1.33231448725871e-08,5.63885332988703e-07,2.12977659388101e-06
"protein_7498",0.412718298586199,5.83860059108657e-05,0.323240060876854,9.24564278258182e-05,0.00142761460603488,0.0010667232073715
"protein_7535",0.656618006415992,2.8176980124019e-12,0.685749924925621,6.49897926258208e-21,2.01228921061949e-18,3.85500404813031e-10
"protein_7537",0.332119670852395,0.00147433909184511,0.230342804076997,0.00599831247671951,0.0407483513863059,0.014431841725998
"protein_7543",0.295363017065367,0.00495351192734957,0.34595424748947,2.64673083661976e-05,0.00049112714901241,0.0356139289801828
"protein_7550",0.430186212773174,2.58152980762264e-05,0.227096578093698,0.00676705285249349,0.0446807765782482,0.000546299994900863
"protein_7558",0.343663691117734,0.000976116288768589,0.255384470441506,0.00224029885867003,0.0189635657346127,0.0105950039240325
"protein_7570",0.411987647499473,6.03548837070735e-05,0.253227896945283,0.00244806489297936,0.0203417595556463,0.00109928105525917
"protein_7590",0.39895734285902,0.000107663421357322,0.319073074531918,0.000115091038294526,0.0016842800454893,0.00176430057895578
"protein_7627",0.680783025127054,2.13766898432514e-13,0.564651156894829,3.03904230746235e-13,3.03028574488153e-11,3.59311618136709e-11
"protein_7651",0.439640627918888,1.62835484100789e-05,0.422350252216492,1.8214976501362e-07,6.08856288394959e-06,0.000387838523467589
"protein_7656",0.283099674668471,0.00718313261774005,0.299160429716671,0.00031383875342119,0.00389517592062629,0.0464888549946807
"protein_7716",0.502673350586547,5.17316376178541e-07,0.236116455310723,0.00482126741428336,0.0343383973344177,2.12823233640445e-05
"protein_7774",0.403896675990451,8.66976306814434e-05,0.235626113882293,0.00491251954990127,0.034903807381726,0.00147524892748958
"protein_7798",0.394682113275489,0.000129508999130062,0.299774570874629,0.000304597808744413,0.00379650192551564,0.00203027846300823
"protein_7830",0.410871507999984,6.34820930174767e-05,0.294357957347198,0.000395568162137842,0.00467524180106289,0.00114559862951477
"protein_7837",0.288820348256459,0.00605171196881196,0.224364993522813,0.00748051042516415,0.047886662493189,0.0412062748987509
"protein_7845",0.315018120677804,0.00264000888586012,0.540117235331704,4.77465649016907e-12,3.91598811825445e-10,0.0219988275857154
"protein_7873",0.33576222637593,0.00129664576776035,0.240858307582205,0.00401404802211612,0.0298164703460974,0.013106816240093
"protein_7896",0.280047197566039,0.00786007186137479,0.263626168527716,0.00158534011099576,0.0142607887966178,0.0497749336306279
"protein_8052",0.451848392689229,8.79781430308296e-06,0.436342610889604,6.34704147836574e-08,2.34840534699532e-06,0.000234517833746982
"protein_8064",0.338442546753083,0.00117855084949535,0.231990511809961,0.00563872556916293,0.038662730213736,0.0123015310631019
"protein_8119",0.384268167756347,0.000201013628465305,0.346791862973451,2.5226577681468e-05,0.000471136369841512,0.0029490353522728
"protein_8142",0.47543815335133,2.49854969477894e-06,0.242291124492528,0.0037952392292323,0.0285151882318948,8.21171388513101e-05
"protein_8187",0.481707439395458,1.75967718434683e-06,0.280727388720193,0.000746657639402848,0.00785793719607684,6.18636458036476e-05
"protein_8201",0.40686743373269,7.59837824688043e-05,0.291939874501774,0.000443786365252941,0.00514949740982851,0.00133206573652416
"protein_8205",0.589339827924238,1.23381137937228e-09,0.247894119199655,0.00303884554435213,0.0241588220775995,1.03693033497816e-07
"protein_8284",0.460068521764673,5.73410791747941e-06,0.272539059510517,0.0010772437828145,0.0105629087888025,0.000164554911602592
"protein_8301",0.456616547874481,6.87262560689158e-06,0.364904015042275,8.63459870561406e-06,0.000192041670268531,0.000194382963679534
"protein_8416",0.416697210819434,4.86725794262685e-05,0.268538575171278,0.00128331432224521,0.0121769970286589,0.000923679950853992
"protein_8456",0.347562972050926,0.000846163842712809,0.345048811645386,2.78729446058201e-05,0.000512426665987624,0.00945635074691795
